dire_1,dire_2,dire_3,dire_4,dire_5,dire_6,first_team_ban,radiant_1,radiant_2,radiant_3,radiant_4,radiant_5,radiant_win
spirit_breaker,slark,windrunner,viper,dazzle,0,0,puck,skywrath_mage,snapfire,axe,treant,0.0
abyssal_underlord,mirana,warlock,antimage,invoker,0,1,witch_doctor,nevermore,zuus,razor,phantom_assassin,0.0
juggernaut,windrunner,medusa,viper,keeper_of_the_light,0,1,morphling,tinker,mars,luna,lich,1.0
weaver,lina,snapfire,sniper,night_stalker,0,1,bristleback,void_spirit,monkey_king,gyrocopter,lion,1.0
nevermore,snapfire,techies,invoker,skeleton_king,0,1,void_spirit,rubick,night_stalker,silencer,juggernaut,0.0
storm_spirit,rubick,phantom_assassin,legion_commander,dark_willow,0,1,troll_warlord,lion,drow_ranger,enchantress,lina,0.0
earthshaker,riki,legion_commander,nevermore,sniper,0,1,lina,phantom_assassin,undying,storm_spirit,invoker,1.0
windrunner,phantom_lancer,viper,witch_doctor,pugna,0,0,lion,undying,axe,puck,drow_ranger,1.0
pudge,doom_bringer,obsidian_destroyer,mirana,spirit_breaker,0,1,riki,zuus,weaver,winter_wyvern,venomancer,1.0
mirana,bristleback,phantom_assassin,storm_spirit,kunkka,0,0,sniper,bounty_hunter,rattletrap,drow_ranger,pudge,0.0
juggernaut,medusa,nyx_assassin,naga_siren,pugna,0,0,wisp,pudge,skywrath_mage,earthshaker,weaver,1.0
axe,witch_doctor,lina,shadow_shaman,nevermore,0,1,weaver,invoker,monkey_king,tusk,hoodwink,1.0
luna,grimstroke,zuus,bristleback,viper,0,1,winter_wyvern,shredder,warlock,juggernaut,kunkka,1.0
luna,pudge,techies,warlock,windrunner,0,0,life_stealer,sniper,earthshaker,juggernaut,vengefulspirit,0.0
dazzle,viper,faceless_void,rattletrap,warlock,0,1,phantom_assassin,chen,luna,zuus,sniper,0.0
arc_warden,medusa,ancient_apparition,mars,techies,0,0,lion,spectre,tusk,wisp,pudge,0.0
sven,sniper,witch_doctor,spirit_breaker,windrunner,0,0,zuus,ogre_magi,monkey_king,centaur,storm_spirit,1.0
dazzle,necrolyte,jakiro,silencer,sand_king,0,0,winter_wyvern,dawnbreaker,kunkka,phantom_assassin,void_spirit,0.0
skeleton_king,bristleback,spirit_breaker,techies,silencer,0,0,ursa,razor,hoodwink,dawnbreaker,windrunner,1.0
pudge,mirana,phantom_assassin,keeper_of_the_light,juggernaut,0,0,zuus,brewmaster,silencer,faceless_void,batrider,1.0
lion,windrunner,tiny,hoodwink,centaur,0,1,sniper,ogre_magi,undying,ember_spirit,axe,1.0
techies,slark,juggernaut,wisp,kunkka,0,0,enchantress,pugna,obsidian_destroyer,ursa,axe,1.0
elder_titan,zuus,lion,juggernaut,venomancer,0,0,slark,shadow_shaman,bristleback,pudge,ogre_magi,0.0
alchemist,ember_spirit,jakiro,crystal_maiden,sven,0,1,witch_doctor,templar_assassin,tidehunter,hoodwink,luna,1.0
techies,phantom_lancer,skywrath_mage,pudge,drow_ranger,0,0,crystal_maiden,spirit_breaker,storm_spirit,snapfire,huskar,0.0
skywrath_mage,jakiro,bounty_hunter,medusa,night_stalker,0,0,spirit_breaker,invoker,sniper,enigma,spectre,0.0
tinker,bristleback,undying,faceless_void,ancient_apparition,0,0,wisp,tiny,hoodwink,axe,nevermore,1.0
phantom_assassin,sniper,crystal_maiden,axe,lich,0,0,pudge,warlock,drow_ranger,windrunner,zuus,0.0
earth_spirit,bloodseeker,rubick,dazzle,enchantress,0,0,luna,abaddon,lich,venomancer,vengefulspirit,0.0
morphling,viper,bristleback,invoker,weaver,0,1,pudge,ember_spirit,slark,tidehunter,tiny,1.0
silencer,bristleback,antimage,snapfire,death_prophet,0,0,weaver,naga_siren,earthshaker,shadow_shaman,night_stalker,0.0
razor,meepo,spirit_breaker,hoodwink,drow_ranger,0,1,shadow_shaman,spectre,ogre_magi,lina,axe,0.0
windrunner,monkey_king,zuus,obsidian_destroyer,bristleback,0,1,queenofpain,tusk,mars,faceless_void,pudge,0.0
enigma,chaos_knight,storm_spirit,lich,void_spirit,0,0,rubick,dawnbreaker,pudge,obsidian_destroyer,sniper,1.0
0,0,0,0,0,0,1,0,0,0,0,0,0.0
batrider,dazzle,faceless_void,axe,invoker,0,0,death_prophet,hoodwink,tiny,rubick,ogre_magi,1.0
weaver,vengefulspirit,drow_ranger,skeleton_king,nevermore,0,0,invoker,tinker,monkey_king,phantom_assassin,pudge,0.0
jakiro,riki,lion,chaos_knight,earthshaker,0,0,juggernaut,dawnbreaker,rubick,keeper_of_the_light,lone_druid,1.0
kunkka,centaur,drow_ranger,lion,grimstroke,0,0,abaddon,obsidian_destroyer,juggernaut,lina,wisp,0.0
chaos_knight,centaur,elder_titan,warlock,invoker,0,1,magnataur,bounty_hunter,razor,slark,silencer,0.0
sniper,dragon_knight,lich,vengefulspirit,skeleton_king,0,0,zuus,tidehunter,crystal_maiden,warlock,drow_ranger,0.0
medusa,tusk,rattletrap,oracle,viper,0,1,juggernaut,beastmaster,lion,lina,marci,1.0
tusk,huskar,zuus,enigma,drow_ranger,0,1,ogre_magi,spectre,chen,storm_spirit,skywrath_mage,0.0
obsidian_destroyer,axe,omniknight,sand_king,life_stealer,0,1,ember_spirit,gyrocopter,luna,mars,rubick,1.0
slark,grimstroke,dawnbreaker,hoodwink,necrolyte,0,0,zuus,earth_spirit,ogre_magi,legion_commander,morphling,1.0
lina,mirana,slark,furion,bloodseeker,0,0,pudge,antimage,gyrocopter,tiny,doom_bringer,0.0
sniper,pudge,shredder,viper,axe,0,0,spectre,zuus,dazzle,mirana,windrunner,1.0
hoodwink,bloodseeker,spirit_breaker,axe,alchemist,0,1,sniper,windrunner,antimage,pudge,zuus,0.0
zuus,slark,marci,windrunner,pudge,0,0,tusk,nyx_assassin,dawnbreaker,tidehunter,crystal_maiden,1.0
techies,ancient_apparition,bloodseeker,earth_spirit,tusk,0,0,bounty_hunter,keeper_of_the_light,undying,pudge,mirana,1.0
zuus,rubick,skeleton_king,treant,windrunner,0,1,juggernaut,centaur,dragon_knight,arc_warden,warlock,0.0
tiny,ogre_magi,huskar,winter_wyvern,skywrath_mage,0,1,invoker,sniper,dark_willow,witch_doctor,windrunner,0.0
axe,tiny,winter_wyvern,silencer,spectre,0,1,viper,juggernaut,dawnbreaker,disruptor,tusk,1.0
pudge,arc_warden,shadow_shaman,juggernaut,ogre_magi,0,0,ancient_apparition,legion_commander,obsidian_destroyer,bristleback,invoker,1.0
abaddon,queenofpain,pudge,invoker,antimage,0,1,zuus,ember_spirit,phantom_lancer,furion,windrunner,0.0
weaver,pudge,nyx_assassin,monkey_king,axe,0,1,zuus,queenofpain,rubick,tiny,tidehunter,1.0
monkey_king,zuus,mirana,axe,alchemist,0,0,oracle,abyssal_underlord,void_spirit,obsidian_destroyer,phantom_assassin,0.0
undying,necrolyte,life_stealer,witch_doctor,tidehunter,0,1,luna,batrider,axe,pangolier,lich,1.0
tidehunter,earthshaker,snapfire,huskar,wisp,0,0,rattletrap,antimage,bounty_hunter,ember_spirit,zuus,1.0
faceless_void,lina,kunkka,enchantress,enigma,0,0,mars,mirana,zuus,phantom_assassin,dazzle,0.0
luna,phoenix,void_spirit,storm_spirit,bristleback,0,0,spectre,spirit_breaker,antimage,dawnbreaker,silencer,0.0
enchantress,tinker,lich,phantom_assassin,weaver,0,0,tusk,slardar,death_prophet,pangolier,gyrocopter,1.0
vengefulspirit,luna,sniper,lina,obsidian_destroyer,0,0,spirit_breaker,arc_warden,rattletrap,bloodseeker,nevermore,0.0
drow_ranger,lycan,ember_spirit,warlock,legion_commander,0,0,pudge,bristleback,silencer,batrider,lone_druid,0.0
juggernaut,rattletrap,shadow_shaman,alchemist,mirana,0,0,jakiro,lina,undying,invoker,skeleton_king,0.0
hoodwink,jakiro,centaur,spectre,pudge,0,1,juggernaut,dazzle,void_spirit,windrunner,crystal_maiden,0.0
silencer,medusa,bloodseeker,viper,mirana,0,0,tiny,drow_ranger,crystal_maiden,ember_spirit,abyssal_underlord,0.0
queenofpain,life_stealer,windrunner,jakiro,marci,0,1,skywrath_mage,spirit_breaker,slardar,bounty_hunter,viper,0.0
viper,snapfire,spectre,grimstroke,ember_spirit,0,0,sniper,furion,pudge,witch_doctor,rattletrap,0.0
viper,windrunner,doom_bringer,arc_warden,jakiro,0,0,slardar,obsidian_destroyer,faceless_void,venomancer,dark_seer,1.0
weaver,windrunner,drow_ranger,tusk,sand_king,0,0,morphling,techies,pudge,furion,earth_spirit,1.0
faceless_void,gyrocopter,grimstroke,kunkka,pudge,0,1,silencer,sniper,zuus,ember_spirit,legion_commander,0.0
slardar,chaos_knight,morphling,zuus,warlock,0,0,silencer,lion,undying,troll_warlord,razor,0.0
storm_spirit,phantom_assassin,bristleback,lion,marci,0,0,viper,nevermore,furion,tiny,dark_willow,0.0
sniper,venomancer,windrunner,bristleback,crystal_maiden,0,0,lich,lina,slardar,grimstroke,lion,0.0
juggernaut,enchantress,lone_druid,silencer,dawnbreaker,0,1,pudge,kunkka,pugna,clinkz,shadow_shaman,0.0
vengefulspirit,skeleton_king,sand_king,ogre_magi,drow_ranger,0,0,huskar,mirana,abaddon,bounty_hunter,pudge,0.0
dawnbreaker,ogre_magi,spectre,bane,silencer,0,1,tiny,keeper_of_the_light,obsidian_destroyer,hoodwink,dazzle,1.0
lion,axe,antimage,sniper,silencer,0,1,lina,phoenix,weaver,rubick,medusa,0.0
witch_doctor,dazzle,undying,nevermore,chaos_knight,0,1,medusa,storm_spirit,pudge,dark_willow,drow_ranger,0.0
pudge,silencer,lion,nevermore,monkey_king,0,0,witch_doctor,bounty_hunter,juggernaut,arc_warden,magnataur,1.0
marci,slark,earth_spirit,nevermore,lion,0,1,sniper,shadow_shaman,chaos_knight,luna,slardar,1.0
troll_warlord,luna,necrolyte,disruptor,ogre_magi,0,0,dragon_knight,morphling,skeleton_king,bristleback,marci,0.0
nevermore,hoodwink,juggernaut,crystal_maiden,ursa,0,0,death_prophet,necrolyte,tiny,obsidian_destroyer,pudge,0.0
tusk,weaver,phantom_assassin,zuus,monkey_king,0,1,drow_ranger,earthshaker,bristleback,bane,slardar,0.0
pudge,disruptor,treant,monkey_king,sand_king,0,0,nyx_assassin,spirit_breaker,life_stealer,windrunner,elder_titan,0.0
furion,earthshaker,nevermore,witch_doctor,ursa,0,0,keeper_of_the_light,tiny,dazzle,ogre_magi,dawnbreaker,1.0
spirit_breaker,lion,arc_warden,terrorblade,rubick,0,0,sniper,nevermore,vengefulspirit,skeleton_king,undying,1.0
windrunner,ogre_magi,oracle,phantom_lancer,void_spirit,0,0,axe,witch_doctor,tiny,dazzle,drow_ranger,1.0
juggernaut,jakiro,kunkka,lina,morphling,0,0,void_spirit,invoker,hoodwink,windrunner,dazzle,1.0
treant,grimstroke,phantom_lancer,mars,clinkz,0,1,pudge,chaos_knight,huskar,drow_ranger,crystal_maiden,1.0
furion,dazzle,huskar,storm_spirit,slark,0,1,mirana,axe,necrolyte,spectre,venomancer,1.0
templar_assassin,slark,spirit_breaker,skywrath_mage,dawnbreaker,0,0,naga_siren,pugna,disruptor,keeper_of_the_light,beastmaster,0.0
weaver,templar_assassin,hoodwink,storm_spirit,shredder,0,0,silencer,gyrocopter,death_prophet,mars,witch_doctor,1.0
skywrath_mage,jakiro,slardar,axe,puck,0,0,rubick,antimage,sand_king,bloodseeker,ogre_magi,0.0
juggernaut,grimstroke,dragon_knight,shadow_shaman,phantom_lancer,0,1,enchantress,antimage,ember_spirit,sand_king,venomancer,1.0
skeleton_king,monkey_king,ancient_apparition,venomancer,viper,0,0,silencer,dragon_knight,ember_spirit,ogre_magi,antimage,0.0
pudge,techies,ogre_magi,slark,snapfire,0,0,zuus,drow_ranger,shadow_shaman,sniper,magnataur,1.0
hoodwink,bristleback,faceless_void,windrunner,treant,0,0,necrolyte,rattletrap,juggernaut,dawnbreaker,shadow_shaman,0.0
mars,faceless_void,oracle,night_stalker,ogre_magi,0,0,dazzle,bristleback,rubick,slark,ember_spirit,0.0
zuus,snapfire,bloodseeker,earthshaker,phantom_assassin,0,1,slark,leshrac,ancient_apparition,weaver,abaddon,0.0
magnataur,tiny,earthshaker,pudge,ember_spirit,0,1,grimstroke,luna,tinker,lion,shredder,1.0
huskar,rattletrap,bloodseeker,jakiro,shadow_shaman,0,0,skywrath_mage,ogre_magi,faceless_void,pangolier,magnataur,1.0
keeper_of_the_light,luna,alchemist,rubick,night_stalker,0,0,crystal_maiden,rattletrap,bristleback,riki,slark,1.0
venomancer,hoodwink,zuus,drow_ranger,axe,0,0,sven,monkey_king,antimage,dazzle,undying,0.0
bounty_hunter,ogre_magi,skeleton_king,sniper,skywrath_mage,0,0,tusk,marci,furion,mirana,medusa,0.0
weaver,drow_ranger,shadow_shaman,earthshaker,venomancer,0,0,zuus,kunkka,enchantress,lion,dragon_knight,0.0
shadow_shaman,life_stealer,storm_spirit,jakiro,night_stalker,0,0,legion_commander,sniper,doom_bringer,phantom_assassin,spirit_breaker,0.0
vengefulspirit,crystal_maiden,phantom_assassin,brewmaster,void_spirit,0,1,earthshaker,drow_ranger,witch_doctor,rubick,beastmaster,1.0
dragon_knight,pudge,viper,jakiro,tidehunter,0,0,drow_ranger,zuus,lion,lich,axe,0.0
mars,dark_willow,faceless_void,skywrath_mage,windrunner,0,0,slardar,clinkz,pudge,necrolyte,queenofpain,0.0
tidehunter,witch_doctor,batrider,antimage,rubick,0,1,zuus,drow_ranger,ogre_magi,lycan,windrunner,0.0
keeper_of_the_light,sniper,lone_druid,windrunner,marci,0,1,monkey_king,faceless_void,void_spirit,shadow_shaman,sand_king,0.0
phantom_assassin,chaos_knight,mirana,nevermore,jakiro,0,1,bristleback,ogre_magi,winter_wyvern,pudge,gyrocopter,0.0
troll_warlord,zuus,nevermore,lion,faceless_void,0,0,slark,crystal_maiden,lina,witch_doctor,abyssal_underlord,1.0
luna,crystal_maiden,axe,earth_spirit,witch_doctor,0,1,zuus,riki,hoodwink,winter_wyvern,tidehunter,1.0
ursa,storm_spirit,spirit_breaker,keeper_of_the_light,furion,0,0,silencer,pudge,rubick,dawnbreaker,drow_ranger,0.0
lion,rubick,antimage,juggernaut,abyssal_underlord,0,0,ogre_magi,lycan,earthshaker,spectre,tiny,1.0
warlock,sand_king,sniper,pudge,gyrocopter,0,1,invoker,ogre_magi,juggernaut,lich,silencer,1.0
witch_doctor,bristleback,nevermore,sniper,necrolyte,0,0,axe,lina,faceless_void,beastmaster,kunkka,0.0
lion,nevermore,dark_willow,pudge,invoker,0,0,oracle,slardar,dawnbreaker,crystal_maiden,juggernaut,1.0
huskar,drow_ranger,dark_willow,ursa,jakiro,0,0,skeleton_king,lina,windrunner,sniper,enchantress,0.0
dazzle,chaos_knight,kunkka,nevermore,luna,0,0,alchemist,lone_druid,lich,axe,silencer,0.0
chaos_knight,zuus,snapfire,phantom_assassin,lion,0,0,pudge,weaver,necrolyte,bloodseeker,bounty_hunter,0.0
void_spirit,jakiro,ancient_apparition,morphling,terrorblade,0,0,legion_commander,zuus,lich,skywrath_mage,life_stealer,0.0
tidehunter,nevermore,pudge,puck,luna,0,0,storm_spirit,medusa,juggernaut,shredder,techies,0.0
dawnbreaker,sniper,furion,venomancer,slark,0,0,medusa,rubick,huskar,slardar,hoodwink,0.0
nevermore,chaos_knight,tidehunter,witch_doctor,terrorblade,0,1,medusa,dragon_knight,lich,juggernaut,grimstroke,1.0
shadow_shaman,juggernaut,magnataur,necrolyte,zuus,0,1,riki,lion,dawnbreaker,ursa,crystal_maiden,0.0
lion,lina,enigma,sniper,witch_doctor,0,0,viper,winter_wyvern,phantom_assassin,sand_king,windrunner,0.0
pudge,nyx_assassin,undying,tidehunter,lion,0,0,tiny,lone_druid,sven,ember_spirit,invoker,1.0
hoodwink,antimage,lion,morphling,earthshaker,0,1,witch_doctor,rubick,slark,drow_ranger,puck,0.0
hoodwink,sniper,tiny,treant,vengefulspirit,0,1,meepo,skeleton_king,visage,rubick,ancient_apparition,0.0
juggernaut,storm_spirit,axe,pudge,riki,0,0,bloodseeker,lich,lion,bounty_hunter,sniper,0.0
puck,winter_wyvern,nevermore,necrolyte,axe,0,0,abaddon,ancient_apparition,pudge,troll_warlord,warlock,1.0
0,0,0,0,0,0,0,0,0,0,0,0,0.0
shadow_shaman,storm_spirit,axe,pudge,bounty_hunter,0,1,lich,earth_spirit,lone_druid,skywrath_mage,lina,1.0
jakiro,puck,lion,doom_bringer,spectre,0,0,winter_wyvern,viper,treant,earthshaker,invoker,1.0
dawnbreaker,drow_ranger,lone_druid,clinkz,enigma,0,0,lion,silencer,rubick,mars,juggernaut,0.0
venomancer,drow_ranger,earthshaker,obsidian_destroyer,lycan,0,0,void_spirit,slark,windrunner,brewmaster,spirit_breaker,1.0
pudge,bristleback,skywrath_mage,keeper_of_the_light,sven,0,1,windrunner,queenofpain,alchemist,rubick,silencer,1.0
bristleback,rattletrap,void_spirit,ember_spirit,grimstroke,0,0,bounty_hunter,ancient_apparition,faceless_void,pudge,jakiro,1.0
juggernaut,winter_wyvern,nevermore,ogre_magi,tusk,0,1,bristleback,skywrath_mage,clinkz,bounty_hunter,gyrocopter,0.0
chaos_knight,drow_ranger,primal_beast,dazzle,nevermore,0,0,shredder,bane,monkey_king,zuus,enchantress,0.0
clinkz,drow_ranger,magnataur,zuus,undying,0,0,witch_doctor,weaver,mars,ember_spirit,luna,0.0
jakiro,abyssal_underlord,faceless_void,chaos_knight,pudge,0,1,lion,leshrac,phantom_assassin,alchemist,bristleback,1.0
razor,techies,bounty_hunter,primal_beast,tinker,0,1,keeper_of_the_light,grimstroke,pudge,tusk,dawnbreaker,0.0
juggernaut,zuus,antimage,rubick,magnataur,0,1,invoker,sniper,shadow_shaman,windrunner,terrorblade,1.0
silencer,juggernaut,ogre_magi,lion,bloodseeker,0,1,mirana,rubick,sniper,kunkka,arc_warden,0.0
phantom_assassin,windrunner,lion,necrolyte,bounty_hunter,0,1,viper,drow_ranger,crystal_maiden,bristleback,sven,0.0
grimstroke,tusk,jakiro,storm_spirit,batrider,0,0,dazzle,skeleton_king,drow_ranger,zuus,abaddon,0.0
dazzle,phoenix,drow_ranger,disruptor,ursa,0,0,skywrath_mage,weaver,invoker,nevermore,spirit_breaker,0.0
windrunner,clinkz,zuus,winter_wyvern,doom_bringer,0,0,juggernaut,pudge,kunkka,axe,slardar,1.0
morphling,viper,chaos_knight,zuus,mirana,0,0,hoodwink,pudge,bristleback,sniper,lion,0.0
pugna,wisp,windrunner,necrolyte,gyrocopter,0,0,spirit_breaker,tidehunter,furion,phantom_assassin,legion_commander,0.0
centaur,vengefulspirit,phantom_assassin,dazzle,techies,0,0,necrolyte,pudge,slardar,huskar,warlock,0.0
pudge,void_spirit,dawnbreaker,crystal_maiden,phantom_assassin,0,0,invoker,earth_spirit,ogre_magi,gyrocopter,enchantress,0.0
medusa,shadow_demon,queenofpain,jakiro,rattletrap,0,1,skywrath_mage,slark,templar_assassin,axe,venomancer,1.0
legion_commander,life_stealer,ogre_magi,clinkz,pudge,0,0,tusk,necrolyte,earth_spirit,wisp,luna,1.0
enigma,bristleback,dawnbreaker,magnataur,pudge,0,0,gyrocopter,marci,life_stealer,rattletrap,templar_assassin,1.0
sniper,ursa,legion_commander,grimstroke,gyrocopter,0,0,marci,mars,spectre,ember_spirit,witch_doctor,0.0
ogre_magi,bristleback,alchemist,pudge,luna,0,1,crystal_maiden,juggernaut,death_prophet,snapfire,legion_commander,1.0
storm_spirit,kunkka,rubick,phantom_assassin,pudge,0,0,abaddon,terrorblade,ogre_magi,sniper,queenofpain,1.0
monkey_king,morphling,ogre_magi,leshrac,slark,0,0,skywrath_mage,silencer,undying,chaos_knight,drow_ranger,1.0
snapfire,faceless_void,medusa,magnataur,void_spirit,0,0,bane,mars,silencer,phantom_assassin,lion,0.0
phantom_assassin,mirana,legion_commander,shadow_demon,zuus,0,0,medusa,invoker,warlock,faceless_void,winter_wyvern,0.0
winter_wyvern,phantom_assassin,bristleback,pudge,ember_spirit,0,1,tiny,crystal_maiden,void_spirit,undying,drow_ranger,1.0
troll_warlord,dawnbreaker,enchantress,kunkka,bane,0,1,primal_beast,tusk,riki,magnataur,huskar,1.0
bristleback,pudge,grimstroke,winter_wyvern,riki,0,1,techies,lion,tiny,morphling,queenofpain,1.0
faceless_void,shadow_demon,undying,pudge,ogre_magi,0,0,morphling,lion,bounty_hunter,bristleback,zuus,1.0
bristleback,obsidian_destroyer,zuus,earthshaker,phantom_assassin,0,0,juggernaut,pugna,nyx_assassin,viper,pudge,0.0
night_stalker,sniper,witch_doctor,juggernaut,dawnbreaker,0,0,bounty_hunter,rattletrap,oracle,naga_siren,ogre_magi,1.0
furion,pangolier,chaos_knight,marci,dawnbreaker,0,1,snapfire,techies,lich,invoker,phantom_assassin,0.0
earthshaker,bloodseeker,tiny,warlock,centaur,0,1,pugna,nevermore,slardar,hoodwink,gyrocopter,0.0
phantom_assassin,axe,windrunner,lich,jakiro,0,0,sniper,juggernaut,tidehunter,lion,witch_doctor,0.0
crystal_maiden,dragon_knight,skeleton_king,warlock,zuus,0,0,axe,tidehunter,sniper,jakiro,witch_doctor,1.0
axe,viper,windrunner,pudge,vengefulspirit,0,0,phantom_assassin,lich,crystal_maiden,skeleton_king,drow_ranger,1.0
zuus,pudge,weaver,mirana,antimage,0,0,dazzle,ogre_magi,faceless_void,chaos_knight,nevermore,0.0
earthshaker,skywrath_mage,axe,kunkka,phantom_lancer,0,1,juggernaut,sven,jakiro,legion_commander,queenofpain,1.0
alchemist,bristleback,keeper_of_the_light,dragon_knight,disruptor,0,0,crystal_maiden,skeleton_king,viper,abyssal_underlord,shadow_shaman,1.0
puck,luna,dark_willow,juggernaut,night_stalker,0,0,faceless_void,invoker,ogre_magi,beastmaster,witch_doctor,1.0
weaver,drow_ranger,pudge,tinker,venomancer,0,0,tiny,enchantress,bounty_hunter,marci,zuus,1.0
antimage,legion_commander,shadow_demon,hoodwink,skywrath_mage,0,0,queenofpain,witch_doctor,monkey_king,sniper,lina,0.0
medusa,earthshaker,bounty_hunter,antimage,enchantress,0,0,techies,silencer,bristleback,skywrath_mage,tusk,0.0
lich,drow_ranger,vengefulspirit,viper,windrunner,0,0,lion,axe,juggernaut,phantom_assassin,pudge,0.0
techies,spirit_breaker,void_spirit,enchantress,drow_ranger,0,0,arc_warden,crystal_maiden,treant,troll_warlord,sniper,0.0
razor,invoker,troll_warlord,vengefulspirit,sniper,0,1,void_spirit,dazzle,life_stealer,night_stalker,puck,0.0
venomancer,sniper,pudge,kunkka,dark_willow,0,0,nevermore,brewmaster,visage,windrunner,dazzle,1.0
monkey_king,shadow_shaman,sand_king,invoker,bounty_hunter,0,1,dazzle,kunkka,ursa,skeleton_king,venomancer,1.0
marci,morphling,skywrath_mage,witch_doctor,lion,0,0,silencer,mars,ogre_magi,sniper,ursa,1.0
windrunner,grimstroke,rattletrap,dragon_knight,winter_wyvern,0,0,tiny,bane,storm_spirit,bounty_hunter,oracle,0.0
axe,hoodwink,medusa,pudge,furion,0,1,huskar,juggernaut,omniknight,enchantress,tusk,1.0
monkey_king,invoker,lone_druid,crystal_maiden,drow_ranger,0,0,lion,nevermore,puck,slardar,pudge,1.0
dazzle,pudge,sniper,zuus,marci,0,0,rubick,huskar,ogre_magi,rattletrap,luna,1.0
tinker,sniper,sven,invoker,techies,0,0,venomancer,zuus,spectre,phantom_assassin,arc_warden,1.0
spirit_breaker,venomancer,queenofpain,pangolier,dawnbreaker,0,0,magnataur,tidehunter,rubick,mirana,skeleton_king,0.0
phantom_lancer,sand_king,sniper,ogre_magi,jakiro,0,0,pudge,zuus,lone_druid,magnataur,windrunner,1.0
enchantress,sniper,huskar,marci,earthshaker,0,1,weaver,shadow_shaman,riki,pudge,zuus,0.0
dark_willow,lion,silencer,phantom_assassin,lina,0,0,sniper,dark_seer,crystal_maiden,pudge,windrunner,1.0
juggernaut,nyx_assassin,void_spirit,legion_commander,storm_spirit,0,0,pudge,tidehunter,clinkz,tiny,lich,1.0
